id,miejscowosc,ulica,numer_domu,kod_pocztowy
35663,Środa Śląska,ul. Kilińskiego,30,55-300
35664,Bielsko-Biała,ul. Jaworzańska,2,43-382
35665,Białka,,175,36-030
35666,Szczecin,ul. Bolesława Śmiałego,47,70-350
35667,Szczecin,ul. Hoża,6,71-699
35668,Wietlin,,18a,37-543
35669,Otrębusy,ul. Juliusza Słowackiego,5,05-805
35670,Kowalewo Pomorskie,ul. św. Mikołaja,6,87-410
35671,Pisz,ul. Gustawa Gizewiusza,3,12-200
35672,Pisz,ul. Gustawa Gizewiusza,3,12-200
35673,Olsztyn,ul. Żołnierska,18A,10-561
35674,Paniewo,,18,87-875
35675,Gliwice,ul. Księcia Ziemowita,12,44-100
35676,Gliwice,ul. Księcia Ziemowita,12,44-100
35677,Wołomin,ul. Kościelna,27,05-200
35678,Łańcut,ul. 3-go Maja,25,37-100
35679,Piaseczno,ul. Kazimierza Jarząbka,20,05-500
35680,Gończyce,,106,08-460
35681,Łańcut,ul. Józefa Piłsudskiego,46 A,37-100
35682,Siedlce,ul. Sekulska,5,08-110
35683,Głazów,,80,27-641
35684,Łańcut,os. osiedle 3-go Maja,11,37-100
35685,Babice,ul. Różana,25,32-600
35686,Chorzów,ul. Katowicka,73A,41-500
35687,Olsztyn,ul. Żołnierska,18A,10-561
35688,Chorzów,ul. Bolesława Prusa,7,41-506
35689,Rybnik,ul. Powstańców Śląskich,16a,44-200
35690,Łazy,ul. Łączności,2F,05-552
35691,Stąporków,ul. Stanisława Moniuszki,1A,26-220
35692,Kamień Mały,,89,66-460
35693,Borkowice,ul. Platanowa,1,26-422
35694,Łańcut,ul. Górne,2,37-100
35695,Leśniowice,,24B,22-122
35696,Poznań,ul. Jeleniogórska,4,60-179
35697,Stara Iwiczna,ul. Słoneczna,105,05-500
35698,Łańcut,ul. Jana Cetnarskiego,8,37-100
35699,Kobyłka,ul. Belgijska,16,05-230
35700,Potok Górny,,193,23-423
35701,Gliwice,ul. Sadowa,32,44-121
35702,Błażowa Dolna,,196,36-030
35703,Topólka,,26,87-875
35704,Lubień Kujawski,ul. Szkolna,15,87-840
35705,Kłóbka,,9,87-840
35706,Piekary Śląskie,ul. Marii Curie-Skłodowskiej,49,41-940
35707,Długa Wieś,,28,62-730
35708,Żulin,,116,22-351
35709,Mroków,ul. Marii Świątkiewicz,2a,05-552
35710,Dzierżążno,ul. Edukacji Narodowej,4A,83-332
35711,Łazy,ul. Księdza Kanonika Henryka Słojewskiego,1,05-552
35712,Pęczniew,ul. Główna,15,99-235
35713,Mysłakowice,ul. Ignacego Daszyńskiego,20,58-533
35714,Ożańsk,,34,37-500
35715,Tywonia,,30,37-500
35716,Rzeszów,ul. Bohaterów,26,35-112
35717,Działdowo,ul. Wolności,64,13-200
35718,Baciki Średnie,,68,17-300
35719,Pszczyna,ul. Sznelowiec,2,43-200
35720,Śrem,ul. Józefa Wybickiego,2,63-100
35721,Łańcut,ul. Jana Kochanowskiego,1D,37-100
35722,Łańcut,ul. Józefa Piłsudskiego,70,37-100
35723,Łańcut,ul. Henryka Sienkiewicza,5B,37-100
35724,Kostrzyn,ul. Średzka,9,62-025
35725,Kostrzyn,ul. Piasta,1,62-025
35726,Krotoszyn,ul. Zdunowska,58,63-700
35727,Tyrawa Wołoska,,138,38-535
35728,Złoty Stok,ul. Chemików,8,57-250
35729,Kalisz,ul. Skalmierzycka,2a,62-800
35730,Harmęże,ul. Borowskiego,30,32-600
35731,Wrocław,ul. Tadeusza Zielińskiego,56,53-534
35732,Wrocław,ul. Racławicka,101,53-149
35733,Wrocław,ul. Kłodzka,23A,50-536
35734,Wrocław,al. Jana Matejki,16a,50-333
35735,Wrocław,ul. Drukarska,50,53-312
35736,Łódź,ul. Warecka,3,91-202
35737,Łódź,ul. Karola Bohdanowicza,4,93-552
35738,Reda,ul. Brzozowa,1,84-240
35739,Sośno,ul. Kamińskiego,1,89-412
35740,Reda,ul. Gdańska,18,84-240
35741,Warszawa,ul. św. Urszuli Ledóchowskiej,3,02-972
35742,Poddębice,ul. Polna,13/15,99-200
35743,Włocławek,ul. Zapiecek,4,87-800
35744,Lutomiersk,ul. Kopernika,3,95-083
35745,Warszawa,skwer ks. kard. Stefana Wyszyńskiego,3,01-015
35746,Warszawa,ul. Podbipięty,2,02-732
35747,Warszawa,ul. Josepha Conrada,6,01-992
35748,Sierpc,ul. Armii Krajowej,4,09-200
35749,Sokołów Małopolski,ul. Lubelska,41,36-050
35750,Futoma,,168,36-030
35751,Poddębice,ul. Polna,13/15,99-200
35752,Brwinów,ul. Borkowa,27,05-840
35753,Parczew,ul. Kościelna,96,21-200
35754,Gliwice,ul. Norberta Barlickiego,3,44-100
35755,Łódź,ul. Inżynierska,2/4,93-569
35756,Gdańsk,ul. Junony,92,80-299
35757,Długopole-Zdrój,ul. Zdrojowa,11,57-520
35758,Rzeszów,al. Józefa Piłsudskiego,2,35-959
35759,Rzeszów,al. Józefa Piłsudskiego,2,35-959
35760,Jednorożec,ul. Odrodzenia,13,06-323
35761,Kostrzyn,ul. Śląska,8,62-025
35762,Kozienice,ul. Warszawska,19,26-900
35763,Jednorożec,ul. Wincentego Witosa,4,06-323
35764,Złojec,,226A,22-413
35765,Długopole-Zdrój,ul. Zdrojowa,11,57-520
35766,Kostrzyn,ul. Średzka,2,62-025
35767,Bełk,ul. Szymochy,16,44-237
35768,Ostrołęka,ul. Koszarowa,3,07-401
35769,Łopatki,,21,98-100
35770,Teresin,al. XX-lecia,7,96-515
35771,Tarnowskie Góry,ul. Św. Jana Bosko,1,42-600
35772,Chajęty,ul. Wspólna,103,05-252
35773,Mieszkowice,ul. Willowa,1,74-505
35774,Bartoszyce,ul. Limanowskiego,13,11-200
35775,Przemków,ul. Leśna Góra,3,59-170
35776,Barlewiczki,,13,82-400
35777,Przemków,ul. Leśna Góra,3,59-170
35778,Koszewo,,2,73-102
35779,Mława,os. Osiedle Książąt Mazowieckich,10,06-500
35780,Krzeszowice,ul. Długa,22,32-065
35781,Czarnolas,,87,26-720
35782,Dobiegniew,ul. Poznańska,5,66-520
35783,Młodów,ul. Szkolna,48,37-600
35784,Białystok,ul. Pogodna,12,15-354
35785,Białystok,ul. Pogodna,12,15-354
35786,Bargłów Kościelny,ul. Augustowska,8,16-320
35787,Sulejówek,ul. Krasickiego,59,05-070
35788,Czarnolas,,87,26-720
35789,Policzna,ul. Stefana Żeromskiego,44,26-720
35790,Domaszków,ul. Kolejowa,10,57-522
35791,Domaszków,ul. Kolejowa,4,57-522
35792,Kozubszczyzna,,92,21-030
35793,Bielsko-Biała,ul. Juliusza Słowackiego,24,43-300
35794,Bakałarzewo,ul. Króla Zygmunta Starego,1,16-423
35795,Libiąż,ul. Heleny Kmieć,2,32-590
35796,Opole,ul. Szymona Koszyka,11,45-720
35797,Konarzyny,ul. Szkolna,12,89-607
35798,Konarzyny,ul. Szkolna,12,89-607
35799,Lecka,,230,36-030
35800,Smolice,ul. Edukacyjna,3,32-640
35801,Warszawa,ul. Niekłańska,4/24,03-924
35802,Warszawa,al. Władysława Stanisława Reymonta,16,01-842
35803,Warszawa,ul. Bełska,5,02-638
35804,Warszawa,ul. Bełska,5,02-638
35805,Gułtowy,ul. Średzka,8,62-025
35806,Tarnowskie Góry,ul. Karłuszowiec,9,42-600
35807,Zieluń-Osada,ul. Szkolna,7,09-304
35808,Syberia,,49,09-303
35809,Lubowidz,ul. Jana Pawła II,46 A,09-304
35810,Opole,ul. Budowlanych,12,45-121
35811,Chróścina,ul. Niemodlińska,8d,46-073
35812,Dąbrowa,ul. Szkolna,9,49-120
35813,Górzno,ul. Leśna,12,87-320
35814,Międzyrzec Podlaski,ul. Lubelska,54,21-560
35815,Warszawa,ul. Alfreda Nobla,16,03-960
35816,Brzeźno,ul. Długa,5,62-025
35817,Juszkowo,ul. Łąkowa,10a,83-000
35818,Palczowice,ul. Świętojańska,11,32-640
35819,Pabianice,ul. gen. Jarosława Dąbrowskiego,8,95-200
35820,Adamowizna,ul. Osowiecka,33,05-825
35821,Łysa Góra,,72,38-230
35822,Makowiska,,12,38-230
35823,Nowy Żmigród,ul. Mickiewicza,6,38-230
35824,Marki,al. Marszałka Józefa Piłsudskiego,246,05-261
35825,Włocławek,ul. Stefana Okrzei,94 i 94A,87-800
35826,Marki,ul. Szkolna,9,05-270
35827,Grójec,ul. Polna,17,05-600
35828,Marki,ul. Sosnowa,2B,05-270
35829,Biała Podlaska,ul. Krótka,3,21-500
35830,Białystok,ul. Piękna,2,15-282
35831,Lublin,ul. Aleja Kraśnicka,84,20-718
35832,Warszawa,ul. Chocimska,5,00-791
35833,Micigózd,ul. Częstochowska,21,26-065
35834,Krotoszyn,ul. Floriańska,8,63-700
35835,Kamień Krajeński,ul. Szkolna,3,89-430
35836,Kamień Krajeński,ul. Szkolna,3,89-430
35837,Czerlejno,ul. Kostrzyńska,4,62-025
35838,Siekierki Wielkie,ul. Stanisława Karalusa,1,62-025
35839,Iwno,ul. Szkolna,11,62-025
35840,Łazy,ul. Łączności,158,05-552
35841,Wrocław,ul. Szkocka,64,54-402
35842,Słubice,ul. Wojska Polskiego,142,69-100
35843,Warszawa,ul. Nowolipki,9 B,00-151
35844,Warszawa,ul. Marywilska,56A,03-042
35845,Olsztyn,al. Aleja Wojska Polskiego,35,10-228
35846,Wąwelno,ul. Szkolna,1,89-413
35847,Chociszew,,40,95-045
35848,Parzęczew,ul. Parkowa,6,95-045
35849,Działdowo,ul. Polna,11a,13-200
35850,Nowe Miasto nad Pilicą,pl. Ojca Honorata Koźmińskiego,9,26-420
35851,Ochotnica Dolna,os. Janczury,31,34-452
35852,Przykona,ul. Szkolna,4A,62-731
35853,Węgrów,ul. Willowa,13,07-100
35854,Lubartów,ul. Lubelska,68,21-100
35855,Kielce,ul. Ignacego Paderewskiego,55,25-950
35856,Nysa,ul. Grodkowska,54,48-300
35857,Nysa,ul. Grodkowska,54,48-300
35858,Łańcut,ul. Jana Kochanowskiego,6,37-100
35859,Wieprz,ul. Szkolna,800,34-382
35860,Bystra,,81,32-382
35861,Przybędza,ul. 3 Maja,71,34-381
35862,Brzuśnik,,115,34-382
35863,Wieprz,ul. Żywiecka,1100,34-382
35864,Radziechowy,ul. św. Marcina,740,34-381
35865,Radziechowy,ul. Słoneczna,285,34-381
35866,Komorów,ul. Kolejowa,27,05-816
35867,Wola Rzędzińska,,253,33-150
35868,Topólka,,53,87-875
35869,Węgój,,19,11-300
35870,Kłodawa,ul. Szkolna,10,83-035
35871,Trąbki Wielkie,ul. Sportowa,2,83-034
35872,Sobowidz,ul. Tadeusza Kościuszki,18,83-033
35873,Trąbki Wielkie,ul. Sportowa,19,83-034
35874,Olsztyn,ul. św. Wojciecha,3/3a,10-041
35875,Olsztyn,ul. Biskupa Tomasza Wilczyńskiego,25e,10-686
35876,Wrocław,ul. Stawowa,1a,50-015
35877,Zieluń-Osada,ul. Szkolna,7,09-304
35878,Syberia,,49,09-303
35879,Lubowidz,ul. Jana Pawła II,46 a,09-304
35880,Wrocław,ul. Spółdzielcza,2A,51-662
35881,Wrocław,ul. Jacka Kuronia,14,50-550
35882,Karczew,ul. Bohaterów Westerplatte,55,05-480
35883,Wołomin,ul. Kościelna,27,05-200
35884,Granica,ul. Długa,19,05-806
35885,Nowa Wieś,ul. Wiśniowa,3,05-806
35886,Racibórz,ul. Jana Kilińskiego,2,47-400
35887,Juszczyna,,275,34-382
35888,Tarnowskie Góry,ul. Św. Jana Bosko,1,42-600
35889,Juszczyna,,275,34-382
35890,Nowe Miasto nad Pilicą,pl. Ojca Honorata Koźmińskiego,9,26-420
35891,Nowe Miasto nad Pilicą,pl. Ojca Honorata Koźmińskiego,9,26-420
35892,Kielce,ul. Helenówek,2,25-661
35893,Wołomin,ul. Kurkowa,41,05-200
35894,Wołomin,ul. Głowackiego,89A,05-200
35895,Jurki,,32,05-652
35896,Jurki,,32,05-652
35897,Jurki,,32,05-652
35898,Lipno,ul. Józefa Piłsudskiego,2,87-600
35899,Piaski,ul. Adama Mickiewicza,2,21-050
35900,Nasutów,,209A,21-025
35901,Jakubowice Konińskie,ul. Szkolna,69,21-003
35902,Rudka Kozłowiecka,,30B,21-025
35903,Ciecierzyn,,121,21-003
35904,Niemce,ul. Różana,14,21-025
35905,Kąkolówka,,466,36-030
35906,Łysomice,ul. Warszawska,5,87-148
35907,Jakubówka,,65,08-503
35908,Nowy Borek,,331,36-030
35909,Boniewo,ul. Szkolna,32,87-851
35910,Piątkowa,,429,36-030
35911,Borki-Kosy,,24,08-106
35912,Graboszyce,ul. Wadowicka,145,32-640
35913,Błażowa,pl. im. ks. Adolfa Kowala,3,36-030
35914,Lutomiersk,ul. Kopernika,3,95-083
35915,Leśce,,63,21-080
35916,Stok Lacki-Folwark,ul. Pałacowa,1,08-110
35917,Katowice,ul. Podgórna,4,40-026
35918,Milówka,ul. Dworcowa,17,34-360
35919,Milówka,ul. Dworcowa,17,34-360
35920,Milówka,ul. Dworcowa,17,34-360
35921,Starokrzepice,ul. Oleska,250,42-161
35922,Nysa,al. Aleja Wojska Polskiego,31,48-300
35923,Izdebnik,ul. Krakowska,1,34-144
35924,Lanckorona,ul. Szkolna,5,34-143
35925,Skawinki,ul. Beskidzka,27,34-143
35926,Wołomin,ul. Moniuszki,11,05-200
35927,Wołomin,ul. Aleja Armii Krajowej,43,05-200
35928,Stoczek,ul. Węgrowska,34,07-104
35929,Stoczek,ul. Węgrowska,34,07-104
35930,Tarnobrzeg,ul. Henryka Sienkiewicza,145,39-400
35931,Opole Lubelskie,ul. Kolejowa,2,24-300
35932,Uchanie,ul. Szkolna,13,22-510
35933,Stary Sącz,ul. Partyzantów,15,33-340
35934,Krynica-Zdrój,ul. Nadbrzeżna,3,33-380
35935,Gdańsk,ul. Junony,92,80-299
35936,Wola Błędowska,,13,06-320
35937,Teratyn,,127,22-510
35938,Grybów,ul. Armii Krajowej,19,33-330
35939,Poniatowa,ul. Fabryczna,16c,24-320
35940,Kuczbork-Osada,ul. Adama Mickiewicza,6,09-310
35941,Kuczbork-Osada,ul. Adama Mickiewicza,7d,09-310
35942,Zielona,ul. Szkolna,2,09-310
35943,Zielona,ul. Szkolna,2,09-310
35944,Piechowice,ul. Kolonijna,14,58-573
35945,Otwock,ul. Powstańców Warszawy,13,05-400
35946,Naborówiec,,34a,09-142
35947,Poniatowa,ul. Fabryczna,16c,24-320
35948,Pruszków,ul. Ludowa,36,05-800
35949,Radzyń Podlaski,ul. Sitkowskiego,1b,21-300
35950,Stary Lubosz,ul. Kościańska,7,64-000
35951,Racot,ul. Szkolna,10,64-000
35952,Stare Oborzyska,ul. Szkolna,1,64-000
35953,Kraków,ul. Józefa Chełmońskiego,102b,31-340
35954,Bonikowo,ul. Parkowa,3,64-000
35955,Rybna,ul. Dolna,42,32-061
35956,Radzymin,ul. Komunalna,6,05-250
35957,Warszawa,ul. Ludwika Kondratowicza,18,03-285
35958,Marki,ul. Fabryczna,1,05-270
35959,Marki,ul. Tadeusza Kościuszki,43,05-270
35960,Warszawa,ul. Akermańska,3,02-760
35961,Wołomin,ul. Wileńska,51,05-200
35962,Rusocice,ul. Krakowska,100,32-071
35963,Kłokoczyn,ul. Czernichowska,28,32-070
35964,Szczecin,pl. Żołnierza Polskiego,5,70-551
35965,Zubrzyca Górna,,482,34-484
35966,Lipnica Mała,,512,34-482
35967,Zubrzyca Dolna,,257,34-484
35968,Chyżne,,129,34-481
35969,Orawka,,76,34-480
35970,Podwilk,,172,34-722
35971,Jutrosin,ul. Wrocławska,39,63-930
35972,Jabłonka,ul. Piusa Jabłońskiego,4,34-480
35973,Szlachta,ul. 3 Maja,32,83-243
35974,Rawicz,ul. gen. Józefa Hallera,12,63-900
35975,Borkowice,ul. Platanowa,1,26-422
35976,Osieczna,ul. Mickiewicza,1,83-242
35977,Stara Wieś,,42,05-622
35978,Łódź,ul. Liściasta,4,91-357
35979,Ząbki,ul. Józefa Piłsudskiego,28,05-091
35980,Kraków,ul. Ireny Kosmowskiej,12,30-240
35981,Kraków,ul. Ireny Kosmowskiej,12a,30-240
35982,Jaworki,ul. Pod Homolami,4,34-460
35983,Białka,,49A,21-300
35984,Zabiele,,8b,21-300
35985,Piastów,ul. ks. Piotra Skargi,20,05-820
35986,Marki,ul. Cicha,16A,05-260
35987,Marki,ul. Tadeusza Kościuszki,41G,05-270
35988,Marki,ul. Jutrzenki,32,05-260
35989,Dębno,ul. Jana Baczewskiego,20,74-400
35990,Marki,ul. Szpitalna,3B,05-270
35991,Osieczna,ul. Mickiewicza,1,83-242
35992,Opole Lubelskie,ul. Kolejowa,2,24-300
35993,Świnna Poręba,,216,34-106
35994,Zabiele,,8b,21-300
35995,Marki,ul. Tadeusza Kościuszki,40A,05-260
35996,Mucharz,,238,34-106
35997,Marki,al. Marszałka Józefa Piłsudskiego,93,05-270
35998,Międzyrzecz,ul. Ogrodowa,5,66-300
35999,Częstochowa,al. Aleja Jana Pawła II,146,42-202
36000,Warszawa,ul. Księcia Ziemowita,39,03-788
36001,Jabłonka Kościelna,,50,18-200
36002,Wrocław,ul. Kłodnicka,2,54-218
36003,Toruń,ul. Stefana Batorego,37/41,87-100
36004,Warszawa,ul. Marszałkowska,99A,00-693
36005,Kraków,ul. Tyniecka,6,30-319
36006,Kraków,ul. Tyniecka,6,30-319
36007,Kraków,ul. Tyniecka,6,30-319
36008,Kraków,ul. Tyniecka,6,30-319
36009,Kraków,ul. Tyniecka,6,30-319
36010,Kraków,ul. Tyniecka,6,30-319
36011,Kraków,ul. Grochowa,19,30-731
36012,Kraków,ul. Grochowa,19,30-731
36013,Kraków,ul. Grochowa,19,30-731
36014,Kraków,ul. Grochowa,19,30-731
36015,Piotrków Trybunalski,ul. Al. Armii Krajowej,19,97-300
36016,Wrocław,ul. Parkowa,18-26,51-616
36017,Płocicz,,11,89-430
36018,Piotrków Trybunalski,ul. Wojska Polskiego,36,97-300
36019,Golub-Dobrzyń,ul. Kilińskiego,31,84-400
36020,Golub-Dobrzyń,ul. Kilińskiego,31,87-400
36021,Golub-Dobrzyń,ul. Kilińskiego,31,87-400
36022,Trzcianka,ul. gen. Władysława Sikorskiego,36,64-980
36023,Gostchorz,,53B,08-112
36024,Warszawa,al. Aleja Stanów Zjednoczonych,51,04-026
36025,Trzcianka,ul. gen. Władysława Sikorskiego,36,64-980
36026,Suche,,115 a,34-520
36027,Poronin,ul. Józefa Piłsudskiego,2,34-520
36028,Nowe Bystre,,61,34-521
36029,Ząb,ul. św. Anny,1/3,34-521
36030,Piotrków Trybunalski,ul. Romana Dmowskiego,32,97-300
36031,Glinianka,ul. Napoleońska,1,05-408
36032,Trzcianka,ul. gen. Władysława Sikorskiego,36,64-980
36033,Biała,,30,21-300
36034,Czernichów,ul. Rynek,3,32-070
36035,Wołowice,ul. Biernacka,1,32-070
36036,Przeginia Duchowna,ul. Kajasówka,22,32-061
36037,Piotrowice,ul. Główna,65,55-311
36038,Sadkowice,,128,96-206
36039,Żagań,ul. Żarska,1,68-100
36040,Burzenin,ul. Sieradzka,11,98-260
36041,Waszkowskie,,12,98-260
36042,Czułówek,ul. Jana III Sobieskiego,25,32-061
36043,Przykona,ul. Szkolna,4,62-731
36044,Przykona,ul. Szkolna,6,62-731
36045,Ciecierzyn,,121,21-003
36046,Borki-Wyrki,,17,08-106
36047,Piotrków Trybunalski,ul. Al. Armii Krajowej,19,97-300
36048,Ciecierzyn,,121,21-003
36049,Piotrków Trybunalski,ul. Podmiejska,17/19,97-300
36050,Piotrków Trybunalski,ul. Jagiellońska,24,97-300
36051,Pęclin,ul. Radosna,74,05-462
36052,Wiązowna,os. Parkowe,17,05-462
36053,Stary Lubosz,ul. Kościańska,7,64-000
36054,Stary Lubosz,ul. Kościańska,7,64-000
36055,Radwanice,ul. Piastowska,2,55-010
36056,Żory,ul. Rybnicka,5,44-240
36057,Wrocław,ul. Lucjana Siemieńskiego,17,50-211
36058,Zielona Góra,ul. Agrestowa,85,65-780
36059,Krzyż Wielkopolski,ul. gen. Władysława Sikorskiego,15,64-761
36060,Lublin,ul. Gospodarcza,26,20-213
36061,Gorzów Wielkopolski,ul. gen. Władysława Sikorskiego,81,66-400
36062,Topczewo,ul. Szkolna,2,17-132
36063,Białystok,ul. M. Curie-Skłodowskiej,2,15-950
36064,Białystok,ul. Upalna,1a,15-668
36065,Białystok,ul. Sienkiewicza,55A,15-002
36066,Stare Oborzyska,ul. Szkolna,1,64-000
36067,Stare Oborzyska,ul. Szkolna,1,64-000
36068,Kluczkowice-Osiedle,,7,24-300
36069,Żory,os. Osiedle Sikorskiego,52,44-240
36070,Nowa Wieś Szlachecka,ul. Szkolna,2,32-060
36071,Gorzów Wielkopolski,ul. Franciszka Walczaka,1 a,66-400
36072,Lubin,ul. Sybiraków,11,59-300
36073,Krzyż Wielkopolski,ul. gen. Władysława Sikorskiego,15,64-761
36074,Przeginia Duchowna,ul. Kajasówka,22,32-061
36075,Racot,ul. Szkolna,10,64-000
36076,Racot,ul. Szkolna,10,64-000
36077,Łodygowice,ul. Okrężna,1,34-325
36078,Osieczna,ul. Mickiewicza,1,83-242
36079,Skoroszowice,,20,57-100
36080,Skoroszowice,,20,57-100
36081,Skoroszowice,,20,57-100
36082,Skoroszowice,,20,57-100
36083,Puck,ul. Morskiego Dywizjonu Lotniczego,18,84-100
36084,Puck,ul. Kolejowa,7,84-100
36085,Puck,ul. Morskiego Dywizjonu Lotniczego,18,84-100
36086,Puck,ul. Przebendowskiego,17,84-100
36087,Kłanino,ul. Szkolna,4,84-107
36088,Krzyż Wielkopolski,ul. gen. Władysława Sikorskiego,15,64-761
36089,Tarnowskie Góry,ul. Św. Jana Bosko,1,42-600
36090,Lubin,ul. Marii Skłodowskiej-Curie,4,59-300
36091,Puck,ul. Zamkowa,5,84-100
36092,Gorzów Wielkopolski,ul. Osadnicza,3,66-400
36093,Nowe Miasto Lubawskie,ul. Tysiąclecia,33,13-300
36094,Warszawa,ul. Mazowiecka,6/8,00-048
36095,Murzasichle,ul. Sądelska,31,34-531
36096,Kraśnik,ul. Tadeusza Kościuszki,23,23-200
36097,Poronin,ul. Józefa Piłsudskiego,34,34-520
36098,Szlachta,ul. 3 Maja,32,83-243
36099,Kopanka,ul. Skawińska,59,32-050
36100,Kraśnik,ul. Tadeusza Kościuszki,23,23-200
36101,Turzno,ul. Parkowa,4,87-148
36102,Burzenin,ul. Sieradzka,11,98-260
36103,Burzenin,ul. Sieradzka,11,98-260
36104,Waszkowskie,,12,98-260
36105,Waszkowskie,,12,98-260
36106,Pławniowice,ul. Gliwicka,107,44-171
36107,Pławniowice,ul. Gliwicka,107,44-171
36108,Kluczkowice-Osiedle,,7,24-300
36109,Szlachta,ul. 3 Maja,67,83-243
36110,Lubin,ul. Gwarków,93,59-300
36111,Pietrzykowice,ul. Kościuszki,120,34-326
36112,Wilczkowo,,73,11-135
36113,Lubomino,ul. Kopernika,4,11-135
36114,Kamiennik,ul. 1 Maja,28,48-388
36115,Zarzecze,ul. Staszica,8,34-326
36116,Zarzecze,ul. Staszica,8,34-326
36117,Dziekanów Polski,ul. Miła,52,05-092
36118,Lipsko,ul. Zwoleńska,12,27-300
36119,Łodygowice,ul. Żywiecka,210,34-325
36120,Poznań,ul. Przemysłowa,39,61-541
36121,Poznań,ul. 28 Czerwca 1956 r.,231,61-485
36122,Suskowola,,74,26-670
36123,Jaroszki,,21 A,26-670
36124,Laski,,68,26-670
36125,Sucha,,38a,26-670
36126,Czarna Wieś,,5,26-670
36127,Augustów,,102B,26-670
36128,Kluczkowice-Osiedle,,7,24-300
36129,Żagań,ul. Nocznickiego,18,68-100
36130,Sanok,ul. Aleja Szwajcarii,5,38-500
36131,Sanok,ul. Rymanowska,17,38-500
36132,Sanok,ul. Stróżowska,4,38-500
36133,Łodygowice,ul. Piłsudskiego,121,34-325
36134,Sanok,ul. Sadowa,12,38-500
36135,Sanok,ul. Przemyska,80,38-500
36136,Sanok,ul. Rymanowska,15,38-500
36137,Sanok,ul. Sadowa,11,38-500
36138,Sanok,ul. J. Kochanowskiego,3,38-500
36139,Sanok,ul. Robotnicza,13a,38-500
36140,Opole,ul. Norberta Barlickiego,5,45-082
36141,Włocławek,ul. Nowomiejska,25,87-800
36142,Wrocław,ul. ks. Piotra Skargi,23b,50-082
36143,Koło,ul. Henryka Sienkiewicza,1,62-600
36144,Kraśnik,ul. Urzędowska,435,23-200
36145,Kraśnik,ul. Księdza Jerzego Popiełuszki,1,23-204
36146,Kościelec,ul. Kościelna,2,62-604
36147,Świecie nad Osą,,113,86-341
36148,Jastrzębie-Zdrój,ul. 1 Maja,45,44-330
36149,Kościelec,ul. Kościelna,2,62-604
36150,Kościelec,ul. Kościelna,2,62-604
36151,Kobyłka,ul. Gabriela Narutowicza,16,05-230
36152,Rudziniec,ul. Gliwicka,7,44-160
36153,Poznań,ul. 27 Grudnia,3,61-737
36154,Żagań,ul. Wojska Polskiego,7,68-100
36155,Żagań,ul. Wojska Polskiego,1,68-100
36156,Wyszki,ul. Szkolna,17,17-132
36157,Kościelec,ul. Kościelna,2,62-604
36158,Łagiewniki Kościelne,,14,62-272
36159,Piotrków Trybunalski,ul. Pijarska,7,97-300
36160,Dychów,,39,66-627
36161,Żagań,ul. Szkolna,42,68-100
36162,Żagań,ul. Wesoła,38,68-100
36163,Piotrków Trybunalski,ul. Polna,13/13A,97-300
36164,Piotrków Trybunalski,ul. Polna,13/13A,97-300
36165,Turka,ul. Klonowa,59,20-258
36166,Kiszkowo,ul. Szkolna,21,62-280
36167,Żychlin,ul. Parkowa,11,62-571
36168,Wrocław,ul. Wilanowska,31,51-206
36169,Turka,ul. Lipowa,16,20-258
36170,Lublin,ul. Baltazara Paśnikowskiego,6,20-707
36171,Lisiec Wielki,ul. Długa,1,62-571
36172,Piotrków Trybunalski,ul. 1 Maja,18a,97-300
36173,Dychów,,47,66-627
36174,Stara Iwiczna,ul. Słoneczna,30,05-500
36175,Szulborze Wielkie,ul. Szarych Szeregów,1,07-324
36176,Zbrachlin,,16,87-731
36177,Brudnowo,,25,87-731
36178,Oświęcim,ul. Wyzwolenia,3,32-610
36179,Lubin,ul. Szpakowa,1,59-300
36180,Siedliska Drugie,,190,21-060
36181,Brodnica,ul. Poprzeczna,16,87-300
36182,Brodnica,ul. Mostowa,14,87-300
36183,Kęty,ul. Żwirki i Wigury,27,32-650
36184,Piotrowice,ul. Główna,65,55-311
36185,Kłodawa,ul. Szkolna,1,66-415
36186,Lubin,ul. Tadeusza Kościuszki,9,59-300
36187,Lubin,ul. Tadeusza Kościuszki,9,59-300
36188,Zduńska Wola,ul. Stefana Żeromskiego,10,98-220
36189,Błażowa,ul. Armii Krajowej,11,36-030
36190,Rybnik,ul. Tadeusza Kościuszki,23,44-200
36191,Włocławek,ul. Mechaników,1,87-800
36192,Włocławek,ul. Papieżka,89,87-800
36193,Włocławek,ul. Szkolna,13,87-800
36194,Kraków,ul. św. Jana,7,31-017
36195,Błażowa,pl. im. ks. Adolfa Kowala,3,36-030
36196,Grodziec,,4,62-580
